18.1635010,49.8296618
18.1633727,49.8297217
18.1630557,49.8298152

18.1616202,49.8257660
18.1619753,49.8263845
18.1616086,49.8264748
18.1614363,49.8265187

18.1734523,49.8298267

18.1665534,49.8341950
18.1665658,49.8342151
18.1665724,49.8342134
18.1665769,49.8342208
18.1665676,49.8342231
18.1665834,49.8342488
18.1665936,49.8342462
18.1666314,49.8343077
18.1668153,49.8342607
18.1668306,49.8342568
18.1668162,49.8342334
18.1667986,49.8342379
18.1667031,49.8340825
18.1665215,49.8341289
18.1665015,49.8341340
18.1665212,49.8341660
18.1665421,49.8341606
18.1665619,49.8341928
18.1665534,49.8341950

18.1659593,49.8330952
18.1660818,49.8330646
18.1661898,49.8332445
18.1660109,49.8332899
18.1659020,49.8331086
18.1659593,49.8330952

18.1662290,49.8314861
18.1662973,49.8316004
18.1663507,49.8315856
18.1663643,49.8316086
18.1665481,49.8315620
18.1664624,49.8314266
18.1662290,49.8314861

18.1691623,49.8328185
18.1689292,49.8328779
18.1690503,49.8330756
18.1692477,49.8330253
18.1691981,49.8329444
18.1692339,49.8329353
18.1691623,49.8328185

18.1585366,49.8355433
18.1583037,49.8355186

18.1955477,49.8229624
18.1980824,49.8235120
18.1984433,49.8235897
18.2016985,49.8242754

18.1955477,49.8229624
18.1959091,49.8238072
18.1961579,49.8243889
18.1963101,49.8247354
18.1966061,49.8254093
18.1967256,49.8257092

18.1993964,49.8219903
18.2005782,49.8222404
18.2023802,49.8226168

18.2002143,49.8210630
18.1994450,49.8197617

18.1820622,49.8261446
18.1820151,49.8260615
18.1818398,49.8257519
18.1814085,49.8249139
18.1813557,49.8248113
18.1813421,49.8247596
18.1811099,49.8238780
18.1810840,49.8237415
18.1810679,49.8236563
18.1810539,49.8234690
18.1810547,49.8232326
18.1810836,49.8230480
18.1811298,49.8228907
18.1811741,49.8227877
18.1812717,49.8225493
18.1814219,49.8223128
18.1816705,49.8220090
18.1819207,49.8217344
18.1821095,49.8215613

18.1790742,49.8253935
18.1812442,49.8248398
18.1813557,49.8248113
18.1815453,49.8247638
18.1834361,49.8242902
18.1836848,49.8242279

18.1635640,49.8201545
18.1640125,49.8204339
18.1646660,49.8209000
18.1647427,49.8209718
18.1650802,49.8212563
18.1653098,49.8215405
18.1654560,49.8218308
18.1655052,49.8219703

18.1969527,49.8263022
18.1968443,49.8259874
18.1967256,49.8257092

18.1964309,49.8269872
18.1961877,49.8270436
18.1956500,49.8271684

18.1829698,49.8360376
18.1830884,49.8361782
18.1837849,49.8368900

18.1653188,49.8224141
18.1652077,49.8225257

18.1659357,49.8236885
18.1656521,49.8236525
18.1655002,49.8236590
18.1652536,49.8237409
18.1626449,49.8240277
18.1621911,49.8240560
18.1617895,49.8240474
18.1613344,49.8240217
18.1607384,49.8239719
18.1606926,49.8239743
18.1606213,49.8239781

